dish_id,calories,mass,fat,carb,protein
dish_1558723719,231.240005,40,19.799999,9.08,8.96
dish_1560798744,357.152008,220,14.164,39.889,19.320002
dish_1558113304,247.070999,175,15.633,23.957001,8.042
dish_1563308428,406.307678,329,20.298132,28.675205,26.585045
dish_1558630932,292.643982,265,17.381001,32.048,9.644
dish_1560368019,436.965942,301,21.659855,49.96254,26.125687
dish_1563911255,293.192169,235,12.387642,24.054247,21.95612
dish_1563813833,256.865997,207,14.235001,3.234,25.443001
dish_1562775373,329.080017,148,24.959999,2.312,22.360001
dish_1559242221,659.033997,114,56.43,25.878,25.536001
dish_1566332193,527.450012,504,29.494001,18.466,51.841
dish_1563295292,119.019997,22,9.24,0.308,8.14
dish_1567106794,102.338257,48,10.138825,1.695728,2.020698
dish_1562691566,100.613655,187,2.766634,6.886634,11.730732
dish_1562703382,203.869995,145,5.887001,31.320002,6.989
dish_1563909507,117.925575,151,9.166178,8.186116,2.891765
dish_1566414723,728.810608,482,31.699219,24.867764,97.962776
dish_1564589025,48.810734,51,1.243902,8.956099,0.497561
dish_1558458847,74.360001,143,0.286,20.02,0.429
dish_1558632130,33.66,99,0.198,7.92,0.792
dish_1562787783,114.013741,76,6.586968,12.592723,2.312764
dish_1567022383,527.088013,508,17.344999,21.214001,70.595001
dish_1566587143,354.399445,234,20.705935,16.010584,28.907421
dish_1563567663,514.112061,461,46.380054,33.964943,35.668152
dish_1563822636,237.019379,258,13.74615,10.662965,19.792339
dish_1560442450,87.761002,149,0.596,5.364,14.900001
dish_1566923004,158.820007,153,9.309,10.313999,8.745001
dish_1558115512,434.196014,126,34.397999,5.292,24.318001
dish_1564588533,236.06601,167,14.155001,2.954,21.443001
dish_1558544427,160.164993,103,10.815,1.236,12.875
dish_1561749664,288.197937,162,14.621815,6.377819,30.084497
dish_1565811000,342.850006,225,7.46,0.72,64.129997
dish_1561578441,387.084412,309,18.797609,34.634628,20.267014
dish_1565897617,356.831787,211,22.75914,9.717452,29.763849
dish_1561665671,158.389008,89,5.056,23.98,5.919
dish_1558113204,179.210999,31,15.345,7.037,6.944
dish_1560356523,497.719971,92,38.639999,1.288,34.040001
dish_1561393764,280.799988,182,20.096001,5.524,19.066
dish_1559332487,19.110001,98,0.441,3.822,0.833
dish_1558628888,111.959999,72,7.56,0.864,9
dish_1561749016,280.118103,272,15.774299,17.086405,17.900995
dish_1564601569,208.098145,291,7.830707,31.273438,6.68656
dish_1568044581,386.223419,696,3.966878,32.404121,48.129951
dish_1560787781,108.628998,97,3.181,17.164,3.481
dish_1563205982,316.239502,469,4.363,54.792,16.148998
dish_1558723818,113.527,107,2.568,23.539999,3.317
dish_1561480414,125.161995,129,4.835,16.316,5.447
dish_1565032714,315.591034,330,23.180414,24.396652,5.192313
dish_1561049435,338.179993,257,22.427,13.217999,20.822001
dish_1561407208,44.347641,29,0.939882,0.892834,7.578107
dish_1559062051,56.239998,74,0,13.320001,0.74
dish_1562169762,262.330139,210,18.239729,6.993764,17.674047
dish_1563826223,301.086548,139,19.621857,5.146894,26.589127
dish_1558031019,206.442001,197,6.553999,30.423998,7.313
dish_1564589308,227.009995,161,10.948001,28.980001,3.381
dish_1558379391,604.062073,223,45.939999,28.863998,26.037001
dish_1565035802,69.200005,250,0.571,14.785,3.714
dish_1564086748,443.77182,339,16.095446,54.915268,23.56855
dish_1561752035,454.936401,374,19.571791,26.458132,41.192177
dish_1560444592,244.421005,175,12.662,19.757999,12.376
dish_1562958775,227.182785,251,11.121791,29.460529,3.690952
dish_1565813446,202.676971,230,15.872236,5.9888,14.168726
dish_1558468494,15.785,77,0.231,2.618,0.693
dish_1561567053,26.1,87,0.174,6.612,0.522
dish_1567525712,510.544769,184,40.46138,32.97702,6.916218
dish_1558717604,73.839996,142,0.284,19.879999,0.426
dish_1562168696,95.114838,141,2.474677,18.134903,1.705
dish_1561576483,209.595428,371,8.536117,17.269756,18.4142
dish_1561060503,145.30899,138,3.984,22.781,5.407
dish_1558721980,26.860001,79,0.158,6.32,0.632
dish_1563897369,117.013657,179,2.395512,23.020489,1.591805
dish_1561049409,317.779999,197,22.307001,8.418,20.341999
dish_1558460908,151.999985,302,0.62,39.632,1.834
dish_1559593646,55.385956,37,4.106483,4.05874,1.123272
dish_1560798928,485.038239,399,21.99024,52.308964,23.906652
dish_1558640267,63.48,92,0.184,16.560001,0.644
dish_1562688382,113.599998,71,7.1,2.13,9.94
dish_1562774475,320.963989,128,22.848999,13.518001,14.556001
dish_1561739576,63.84,84,0,15.120001,0.84
dish_1562603842,594.2453,237,38.460644,60.725197,6.708
dish_1563908996,269.916046,293,10.461833,15.449356,29.324974
dish_1565035830,340.127991,414,6.475,14.785001,54.717999
dish_1563305722,434.658997,405,12.195141,9.579062,69.960106
dish_1558642490,61.950001,187,0.466,14.1,2.511
dish_1558724689,19.75,79,0.237,3.95,1.422
dish_1560369313,392.135712,387,28.680227,27.958673,40.545307
dish_1560441288,165.200012,72,10.983,5.668,10.455
dish_1559243974,431.21994,306,25.580051,47.433929,12.482895
dish_1567789154,382.506012,111,30.302999,4.662,21.423
dish_1565898590,212.704514,257,9.768724,16.11227,16.043444
dish_1558718974,422.013,73,36.135002,16.570999,16.352001
dish_1566590566,186.959702,142,8.816879,8.613251,17.35244
dish_1565207662,145.937561,128,11.480614,12.175006,14.462402
dish_1568315132,591.265503,440,34.996658,29.930391,41.600544
dish_1563897794,57.57,101,0.303,14.14,0.707
dish_1562788601,413.170135,287,19.139153,48.766399,23.146877
dish_1558030724,18.300001,61,0.061,4.636,0.366
dish_1561579706,284.444855,390,11.229327,23.337435,24.472879
dish_1563294575,485.90564,562,17.121397,72.021111,15.064019
dish_1565207631,64.405495,54,1.999056,8.169447,3.30245
dish_1562688552,235.820007,304,8.75,30.278002,11.736
dish_1559675146,19.07,45,0.121,4.19,1.18
dish_1564690085,170.615997,143,5.857383,22.279419,9.364126
dish_1559668016,469.059998,279,25.525999,41.743,18.7264
dish_1558640190,19.719999,58,0.116,4.64,0.464
dish_1565640195,21.6,54,0.108,4.86,1.08
dish_1561405356,206.645203,176,4.198396,7.496847,33.413628
dish_1561663891,247.168854,172,10.509971,18.052742,21.306768
dish_1566590987,639.911865,370,25.690851,8.976191,86.361153
dish_1560356355,301.606934,148,15.277617,28.402531,12.777824
dish_1568665052,345.654053,331,16.161036,17.310337,33.34906
dish_1566936297,355.292206,266,23.922573,9.395162,44.923096
dish_1567110665,556.494568,532,43.294647,48.397079,39.440094
dish_1557937079,146.069992,27,11.339999,0.378,9.99
dish_1562959295,3.04,19,0.019,0.646,0.133
dish_1561406789,184.905411,164,0.801091,39.572407,3.793967
dish_1562960472,139.970001,166,6.729,16.591,4.553
dish_1563308386,155.805481,214,6.034588,24.200394,2.87349
dish_1562788794,465.224457,281,23.338419,35.742496,36.522697
dish_1562687274,161.021606,141,12.139805,13.517261,1.161127
dish_1561665378,74.269997,70,1.68,15.4,2.17
dish_1562168648,41.594833,32,2.229677,4.924903,1.024
dish_1559925174,88.349998,155,0.465,21.700001,1.085
dish_1558376734,206.76001,60,16.380001,2.52,11.58
dish_1568664972,303.422241,221,14.751798,11.029653,31.216145
dish_1567019993,28.083149,55,0.703702,4.87714,1.841452
dish_1565811335,121.479324,219,3.380213,19.854195,5.656456
dish_1563476267,237.710983,51,14.688,25.398001,3.162
dish_1563824377,454.046021,338,28.374001,12.238,38.936001
dish_1558115764,151.479996,28,11.759999,0.392,10.360001
dish_1563221086,328.277618,254,18.227091,12.389885,28.917324
dish_1564427406,305.370026,135,20.115,0.135,30.51
dish_1567110631,252.613922,260,14.578888,27.507641,6.725035
dish_1564685360,304.052368,129,20.049007,4.989798,25.973656
dish_1568666000,209.934982,197,7.829318,25.612118,10.612808
dish_1562687299,180.821609,196,12.194806,18.46726,1.436127
dish_1561665422,571.39386,385,15.953769,24.421902,80.548927
dish_1565798591,148.115723,224,7.408836,6.33827,13.454783
dish_1565036922,539.864685,336,24.062843,42.207928,37.025078
dish_1563302315,13.86,63,0.189,2.079,1.953
dish_1563220802,308.59436,252,15.236608,13.352823,29.468918
dish_1566414225,125.182129,88,4.186408,17.941746,3.759223
dish_1560442303,444.769989,297,25.354,30.082001,24.217001
dish_1562691613,213.670166,300,2.879634,33.667633,13.199732
dish_1562872662,133.21582,122,15.02996,5.005394,15.617198
dish_1563563264,322.001984,163,22.523001,2.767,27.681999
dish_1559843185,64.349998,161,0.514,15.219999,1.707
dish_1563389719,529.817993,457,29.358,21.484001,46.358997
dish_1559841870,114.972008,201,0.201,30.551998,0.804
dish_1558635546,60.839996,117,0.234,16.379999,0.351
dish_1559843222,111.269997,229,0.65,27.460001,2.183
dish_1560455421,180.938934,189,14.689533,15.287749,12.075824
dish_1558109945,74.360001,143,0.286,0.429,20.02
dish_1564170010,1264.54834,831,61.893875,57.291939,116.862572
dish_1561664042,285.042999,209,9.741618,9.51284,37.830917
dish_1561405864,197.121201,106,5.344729,12.694054,23.070551
dish_1565020867,255.804886,325,6.230683,35.736317,13.901073
dish_1564773847,238.027573,161,15.737777,5.8212,17.603327
dish_1565711326,296.092896,285,10.290755,49.627357,3.009226
dish_1561576257,180.87999,134,10.321,20.493,2.411
dish_1562007739,28.6,65,1.365,2.795,2.08
dish_1563304301,190.950912,151,8.933062,23.621746,4.687849
dish_1563216689,235.208008,302,5.606515,13.58478,32.918709
dish_1561480391,64.409996,113,0.339,15.82,0.791
dish_1563389114,86.534439,148,4.405479,11.310716,2.577627
dish_1563813436,418.75946,242,25.918316,25.07654,22.035324
dish_1566847454,346.747437,210,16.620152,20.658922,27.281824
dish_1561060477,141.018997,105,3.918,22.055,4.912
dish_1562617446,291.190002,232,12.594,35.139999,11.216
dish_1558725829,278.307007,460,3.391,64.110001,8.453
dish_1565987269,119.654999,45,4.23,15.075001,5.04
dish_1560961012,191.699997,71,5.68,28.613001,6.6172
dish_1558027243,263.36499,163,12.797999,24.698,12.548
dish_1558636813,60.720001,88,0.176,15.84,0.616
dish_1566851198,463.047455,342,21.119635,42.903687,25.897209
dish_1566936352,424.292206,368,24.178576,23.495167,47.759106
dish_1562959517,91.140381,74,7.215058,5.974161,1.629955
dish_1561753168,245.501923,138,12.455622,5.432957,25.627535
dish_1564675411,235.531006,308,7.033,2.708,35.193001
dish_1566413321,14.030001,61,0.244,2.196,1.769
dish_1561407283,88.626671,86,3.841226,5.487313,8.259524
dish_1561746876,149.435959,84,7.581682,3.307017,15.599369
dish_1564775182,398.001526,277,26.036234,13.835518,27.54071
dish_1565194852,428.59549,759,5.04372,51.367619,40.800117
dish_1565204855,53.613285,105,1.343432,9.310905,3.515498
dish_1562788732,57.292805,52,6.662716,2.814716,7.842129
dish_1559059992,71.440002,94,0,16.92,0.94
dish_1558122583,46.969997,61,0.061,10.37,1.22
dish_1559245697,163.716354,289,2.007221,36.953289,3.405009
dish_1560961261,192.519989,218,11.830999,10.294001,12.031
dish_1558548666,97.5,75,0.225,21,2.025
dish_1568666089,276.424072,335,9.80298,33.010952,16.691326
dish_1568060542,583.376404,481,23.326906,52.420933,42.289955
dish_1562085185,550.51001,227,39.369999,28.83,21.147999
dish_1565208637,250.187943,305,8.242543,32.110229,14.171419
dish_1566402095,421.11615,577,8.430679,32.411625,46.206608
dish_1566501012,132.87999,160,10.555,10.811,1.843
dish_1567023296,107.181221,92,9.341188,4.171472,2.684054
dish_1566851549,226.014999,85,7.99,28.475,9.52
dish_1566501594,508.048981,109,31.391998,54.281998,6.758
dish_1562956486,103.660004,142,6.816,2.698,11.36
dish_1558722780,142.838989,367,1.872,31.532999,4.845
dish_1558640008,552.490051,212,44.793999,27.812,21.194
dish_1561737200,478.582001,262,32.230999,5.929,37.081001
dish_1566844766,72.159996,164,3.444,7.052,5.248
dish_1564691380,96.261002,111,2.743,18.35,2.903
dish_1563568357,767.739746,448,38.07679,69.42923,42.89555
dish_1561574215,93.235489,134,7.88034,4.701405,2.220979
dish_1558721636,163.069992,299,2.578,35.818001,4.616
dish_1563568003,126.154343,135,14.279201,4.327132,15.974245
dish_1566402197,480.946136,736,8.78768,47.151623,47.279602
dish_1558373449,416.231995,72,35.639999,16.344,16.128
dish_1558379128,36.57,53,0.106,9.54,0.371
dish_1558641897,116.709999,110,2.64,24.200001,3.41
dish_1562702441,209.189362,371,9.137265,28.234667,6.938542
dish_1558630325,751.541992,269,58.078003,46.563999,27.081001
dish_1560368570,555.932739,452,39.187859,27.133636,46.5131
dish_1562945779,37.69532,29,2.020645,4.463193,0.928
dish_1562085604,241.110001,423,1.269,59.220001,2.961
dish_1559844366,529.220032,192,39.885998,34.91,19.230999
dish_1558462228,22.099998,17,0.051,4.76,0.459
dish_1558632445,526.070984,91,45.045002,20.657,20.384001
dish_1566317775,237.399994,410,4,47.183998,7.248
dish_1563480505,767.266785,475,33.528202,29.452,79.754471
dish_1558115915,203.314011,59,16.107,2.478,11.387
dish_1559849497,521.433044,340,30.552,58.438999,15.014
dish_1562617470,440.867065,321,19.671377,37.176857,29.481651
dish_1561741063,132.300003,135,5.805,4.59,14.85
dish_1558378634,874.966003,315,64.777,44.301998,37.979
dish_1563476646,380.158081,218,18.121593,21.653313,29.908882
dish_1558719298,265.925995,46,22.77,10.441999,10.304
dish_1559332418,482.108826,271,24.459951,10.669066,50.326538
dish_1563309285,59.450005,128,3.721,6.603,1.768
dish_1560888893,213.164108,141,5.957534,17.087454,21.345922
dish_1562184604,211.380005,78,14.82,0,19.5
dish_1560370804,25.134001,6,0.426,4.74,0.474
dish_1561577198,240.542908,174,11.99711,25.3207,9.301439
dish_1558548958,2.3,10,0.04,0.36,0.29
dish_1559589902,16.368,76,0.184,2.64,2.158
dish_1560444931,112.660004,200,3.982,16.460001,4.306
dish_1565813386,113.880005,156,7.488,2.964,12.48
dish_1561577947,623.204285,424,33.782948,12.882619,67.202637
dish_1563823292,450.546722,208,29.3622,7.701827,39.78804
dish_1561405008,156.428101,134,8.249931,6.420062,14.763338
dish_1565379788,49.649929,101,1.194949,9.962658,0.897363
dish_1565194752,322.893646,510,3.975512,25.826488,39.087803
dish_1562096372,346.713684,287,15.203942,6.515386,43.392502
dish_1564588859,183.586426,257,4.754447,9.571161,23.436096
dish_1565898361,370.671448,202,18.842781,7.620061,38.950523
dish_1560529825,52.919998,117,0.3,13.115999,0.768
dish_1562774504,335.363983,176,22.945,17.166,14.844001
dish_1562872945,258.59967,234,15.496352,30.387449,20.053217
dish_1558718680,132.962997,23,11.385,5.221,5.152
dish_1563207301,187.929993,173,6.234,24.168999,8
dish_1567789256,792.218384,319,64.688202,9.403199,41.4034
dish_1563996509,365.184875,316,17.874498,19.300793,32.752163
dish_1564689078,72.360779,55,6.584693,2.958964,1.450291
dish_1564429235,479.757751,253,27.632151,26.621544,40.751778
dish_1561579824,185.212708,88,10.632797,2.611722,17.977421
dish_1565894889,257.812988,74,11.167999,33.294998,6.641
dish_1560443607,380.799988,706,1.439,67.547005,26.071001
dish_1562012076,525.973816,438,5.869118,100.683945,15.518004
dish_1562700496,31,124,0.372,6.2,2.232
dish_1561577083,98.382996,37,3.478,12.395,4.144
dish_1562605352,242.068939,195,16.78414,6.608414,16.307085
dish_1561574479,363.61377,293,18.486538,25.268995,24.553905
dish_1560442279,333.769989,222,17.103998,28.882,16.717001
dish_1559846034,11.2,32,0.128,2.24,0.768
dish_1562086740,447.890015,215,33.880001,3.374,30.41
dish_1561574974,50.130196,152,1.788235,8.792157,1.490196
dish_1564590190,194.015839,298,3.398219,40.652782,2.335488
dish_1556575327,103.300003,152,6.882,10.618,2.868
dish_1562615128,397.568329,244,25.728844,14.190873,28.213522
dish_1558468285,12.32,44,0.176,2.332,0.968
dish_1558725049,43,100,0.3,9,3.4
dish_1561579505,31.5,126,0.378,6.3,2.268
dish_1558721380,19.26,107,0.214,4.173,0.963
dish_1558724005,31.620001,93,0.186,7.44,0.744
dish_1565640842,307.429993,329,5.363,14.953,48.435001
dish_1562876531,66.066925,85,2.410626,3.079953,8.375736
dish_1561665626,51.988998,49,1.176,10.78,1.519
dish_1562945900,240.695312,281,6.314645,42.813194,6.927001
dish_1564000202,396.190979,149,14.006,49.915001,16.688
dish_1558113477,289.050018,50,24.75,11.35,11.200001
dish_1562947885,215.970001,313,0.626,56.340004,2.191
dish_1566316496,121.098083,64,12.485043,2.431224,0.630691
dish_1558641416,59.416,56,1.344,12.32,1.736
dish_1558630649,190.009995,355,0.71,49.419998,2.005
dish_1563393244,57.550003,280,0.519667,11.570667,3.229667
dish_1558632475,118.832001,112,2.688,24.639999,3.472
dish_1558721827,886.523071,429,66.524002,59.541,32.415001
dish_1559235639,33.990002,103,0.309,8.24,0.721
dish_1562860045,280.290009,123,21.279999,1.918,19.049999
dish_1565986733,387.929382,287,35.692814,9.92611,42.974815
dish_1560368395,49.320004,137,0.137,12.330001,0.685
dish_1561576212,145.229996,103,7.004,18.540001,2.163
dish_1565118067,623.429932,522,12.966,41.417,82.112991
dish_1562168399,128.709991,243,0.449,32.619999,1.421
dish_1560455442,457.578918,293,24.777534,49.60775,23.515823
dish_1567110556,127.107117,150,10.841025,7.109585,2.239599
dish_1558635933,33.32,98,0.196,7.84,0.784
dish_1567542953,542.496338,354,21.49774,56.767731,30.133644
dish_1562790855,739.376465,507,67.884842,23.783417,78.431671
dish_1564428181,510.05069,320,32.323368,20.955044,34.305462
dish_1568666061,260.434052,253,9.43398,29.812946,15.994325
dish_1563480608,886.946472,650,40.421227,42.644722,83.222633
dish_1563218031,419.769562,426,17.155958,17.798939,47.788559
dish_1563998279,565.005005,296,31.652304,21.402533,47.960518
dish_1559245654,115.544006,202,0.202,30.703999,0.808
dish_1563823814,25.585732,85,0.920258,4.275406,0.587577
dish_1559158263,40.73682,33,3.870972,1.328679,0.79195
dish_1563217939,227.242706,171,12.185005,7.603419,21.324188
dish_1558546918,70.199997,54,0.162,15.12,1.458
dish_1562963325,760.161926,379,31.468941,65.333321,51.822536
dish_1566329021,792.680847,486,28.006495,74.708344,59.259876
dish_1560799113,98.420006,37,3.589,12.21,4.07
dish_1561491210,251.097473,276,18.868792,23.314337,22.313339
dish_1560444914,62.340004,166,0.242,15.915999,0.906
dish_1558629398,21.76,64,0.448,4.352,0.448
dish_1565107143,454.274597,655,13.240049,31.671951,46.109219
dish_1560441464,28.5,50,0.15,7,0.35
dish_1562611580,141,50,6,16,6
dish_1563389079,50.428173,119,0.961533,10.105691,1.918856
dish_1560526530,245.280746,242,13.31213,26.787249,6.892025
dish_1561752449,287.849854,134,14.534126,14.237979,24.759119
dish_1559846450,114.972008,201,0.201,30.551998,0.804
dish_1561393619,234.040009,284,7.892,21.104,20.116001
dish_1562947376,36.5,73,0.073,9.49,0.365
dish_1564773976,516.089478,463,22.14978,26.4142,52.714333
dish_1563205877,56,35,3.5,1.05,4.9
dish_1563910106,101.457962,84,7.423245,8.096603,1.529208
dish_1566591048,876.201843,481,42.708851,12.67119,102.963142
dish_1561663035,263.240997,99,9.306,33.165001,11.088
dish_1560787696,37.869999,7,2.94,0.098,2.59
dish_1565107066,127.279999,86,9.46,1.376,8.6
dish_1561481577,200.169998,37,15.54,0.518,13.690001
dish_1561737839,210.899994,370,1.11,51.799999,2.59
dish_1563827060,146.244995,55,5.17,18.425001,6.16
dish_1562010085,440.321442,264,25.204319,11.446744,41.166977
dish_1556575124,4.48,28,0.056,0.952,0.196
dish_1561748950,197.252945,205,7.970456,14.045125,16.746489
dish_1562097624,77.586021,68,2.31068,12.609709,2.772815
dish_1565721800,33.345001,171,0.7695,6.669,1.4535
dish_1559578551,124.429993,23,9.66,0.322,8.51
dish_1561405887,213.343475,139,5.735158,15.94918,23.363749
dish_1565986702,211.343994,204,24.373022,6.954482,27.831074
dish_1561665747,486.296082,314,16.732693,68.086182,19.934381
dish_1562168450,282.539978,431,4.983,44.834999,15.243999
dish_1561406762,17.205421,35,0.414091,3.452406,0.310967
dish_1561576707,324.142426,492,10.745476,19.872356,38.398155
dish_1558642420,38.950001,95,0.19,9.5,0.855
dish_1565118729,435.493286,248,24.26512,9.017551,41.902988
dish_1568320470,521.038635,341,24.96809,44.141685,29.330261
dish_1558372695,148.178009,43,11.739,1.806,8.299
dish_1562173111,792.179993,163,50.529999,68.459999,27.710001
dish_1563813806,81.119995,156,0.312,1.092,15.6
dish_1559678629,89.376663,80,8.445811,6.143951,9.622075
dish_1557936555,149.279999,96,10.08,1.152,12
dish_1563221640,469.186188,364,19.881496,39.257435,34.722008
dish_1558373074,73.839996,142,0.284,0.426,19.879999
dish_1566587958,398.49588,224,20.217819,8.818713,41.598316
dish_1565024707,299.297974,149,22.203999,2.894,21.394001
dish_1559849053,381.528015,125,28.844002,25.226002,13.461
dish_1568060746,778.819946,395,53.007999,12.233,64.398003
dish_1558719514,433.285004,430,24.713001,49.695995,14.859
dish_1561060976,265.507263,266,11.454553,14.35657,28.171125
dish_1565728562,354.982239,262,14.151336,25.374428,29.570669
dish_1558457577,172.604996,111,11.655,1.332,13.875
dish_1568401199,459.643372,343,22.450722,24.832966,37.956963
dish_1558721323,31.620001,93,0.186,7.44,0.744
dish_1566332116,153.550003,275,12.244,11.356,3.761
dish_1558115320,173.430008,30,14.85,6.81,6.72
dish_1558639752,254.130997,220,13.213,32.438004,8.915
dish_1563222745,135.360001,48,5.76,15.36,5.76
dish_1566587689,196.84697,270,7.475343,15.383455,18.580095
dish_1561393550,172.480011,176,7.568,5.984,19.360001
dish_1565728684,493.299072,464,21.302763,44.040031,32.248196
dish_1558635865,20.159,19,0.456,4.18,0.589
dish_1559845370,94.309998,139,0.245,21.51,2.144
dish_1558458438,3.22,14,0.056,0.504,0.406
dish_1561575506,562.043274,393,30.339838,23.645262,45.891098
dish_1564589072,419.31073,241,24.043901,31.756098,17.40756
dish_1567789190,507.388397,177,43.178196,7.1692,22.0734
dish_1559846688,82.832451,73,7.752181,3.110637,1.291914
dish_1558723096,16.5,66,0.198,3.3,1.188
dish_1564675380,87.331001,23,6.463,0.713,6.693
dish_1560444616,265.871002,240,12.856999,24.958,12.831
dish_1562774346,422.651428,264,31.805714,4.186286,28.285715
dish_1558635962,52.028999,9,4.455,2.043,2.016
dish_1558115641,584.526001,331,34.696999,41.082001,27.196001
dish_1565972363,289.639984,557,1.114,3.899,55.700001
dish_1561392570,149.804916,187,9.080466,16.931465,2.5906
dish_1559319902,8.5,17,0.017,2.21,0.085
dish_1561752970,642.29187,299,32.43063,31.769815,55.246094
dish_1562698132,128.096802,178,12.129619,7.157575,14.232164
dish_1566849208,19.6,70,0.28,3.71,1.54
dish_1563996464,100.489189,146,7.867642,6.667095,3.017902
dish_1562615360,331.481995,191,20.402439,20.033928,17.89061
dish_1563476463,1067.511108,542,50.651024,65.623291,82.447823
dish_1561663990,181.4897,115,5.211059,3.293709,28.614527
dish_1563567722,645.323669,576,50.287819,55.290188,40.357468
dish_1562774159,90.76355,129,3.002097,15.496128,1.955
dish_1562859116,145.040009,98,10.78,1.568,9.8
dish_1561662501,158.395508,165,7.063837,21.929186,6.882387
dish_1560444785,313.079987,448,13.188,38.66,13.360001
dish_1566588016,472.233398,374,21.992495,23.614738,42.93103
dish_1568313527,48.920002,71,3.496,4.577,1.518
dish_1560527950,23.1,77,0.154,5.852,0.462
dish_1561062286,256.359406,167,8.381912,24.109251,18.915199
dish_1560801883,512.111267,315,22.146605,34.629459,42.559067
dish_1562789207,146.244995,55,5.17,18.425001,6.16
dish_1558717886,73.839996,142,0.284,19.879999,0.426
dish_1563811412,112.839996,217,0.434,1.519,21.700001
dish_1562960437,97.290001,69,4.692,12.42,1.449
dish_1562010891,438.74292,341,26.274799,23.483953,28.742785
dish_1561666619,35.880001,52,0.104,9.360001,0.364
dish_1562862550,364.52002,257,19.189999,29.103001,18.829601
dish_1562613045,166.112,207,1.793,18.285999,21.533998
dish_1558378516,92.459999,134,0.268,24.120001,0.938
dish_1558463113,63.579998,139,0.321,14.696001,1.743
dish_1562687527,203.221603,210,13.594805,18.88726,3.396128
dish_1561574848,182.258301,155,10.234437,4.81575,18.055315
dish_1562861103,94.607872,50,9.75394,1.899394,0.492727
dish_1565727765,26.32,77,0.308,5.237,1.83
dish_1562959103,395.013611,255,22.101429,43.194996,23.418005
dish_1561749818,340.027893,395,15.126814,16.991819,33.491497
dish_1561576618,57.924408,188,2.318721,8.419776,1.749612
dish_1558463362,20.880001,116,0.232,4.524,1.044
dish_1563567372,951.910889,590,66.170242,81.629341,75.377937
dish_1561404438,366.069214,169,23.856789,6.257735,32.327785
dish_1558380527,385.952026,112,30.576,4.704,21.616001
dish_1558725734,30.75,75,0.15,7.5,0.675
dish_1560787817,292.229004,165,8.621,44.568001,9.818601
dish_1567801716,101.042,38,3.572,12.73,4.256
dish_1562790224,312.749756,116,30.397385,7.830093,6.847874
dish_1564516483,364.234009,374,21.987663,19.922529,44.513561
dish_1556575273,103.300003,152,6.882,10.618,2.868
dish_1559675101,13.33,31,0.093,2.79,1.054
dish_1565210009,263.816223,290,8.292127,35.541317,13.797193
dish_1560455224,181.740845,244,6.249522,28.741323,5.392316
dish_1563563492,192.370255,176,8.663634,21.364147,8.011463
dish_1564159588,477.151001,113,37.142998,3.405,30.713001
dish_1563551220,561.703552,558,14.519855,79.790924,28.948807
dish_1562704616,317.781311,213,14.621559,23.763105,20.953781
dish_1566329203,94.25,377,1.131,18.85,6.786
dish_1562961650,555.712891,312,32.363281,40.29348,45.515503
dish_1562008695,18,72,0.216,3.6,1.296
dish_1568319725,111.637299,59,11.509647,2.241285,0.581418
dish_1563998244,259.479187,170,10.330991,16.383186,24.273895
dish_1558641211,3.28,8,0.016,0.8,0.072
dish_1561491121,31.45747,28,2.923962,1.182557,0.565848
dish_1562009006,470.716644,323,25.425642,21.06357,38.975388
dish_1558723894,757.612976,405,50.550999,68.302002,26.312002
dish_1559240089,202.821503,385,0.969884,51.542568,2.443778
dish_1560800951,102.825645,168,4.309042,14.129096,4.287562
dish_1560270585,43.800003,114,0.18,11.256,0.636
dish_1558379876,1148.250977,374,89.766998,32.146,68.292
dish_1557936599,22.049999,63,0.252,4.41,1.512
dish_1562611649,278.488983,146,17.101799,20.045015,12.508038
dish_1559838279,103.699997,114,3.678,14.952001,3.702
dish_1560801859,428.704285,262,20.070465,33.458454,28.334389
dish_1563566674,100.893005,88,6.93334,9.706854,1.818408
dish_1567107049,107.202995,23,6.624,11.454,1.426
dish_1567537457,297.765015,361,12.137429,36.091728,12.930025
dish_1558637896,84.870003,123,0.246,22.140001,0.861
dish_1558721559,37.720001,92,0.184,9.2,0.828
dish_1563305321,32.936092,67,0.792689,6.608891,0.59528
dish_1558630600,73.839996,142,0.284,19.879999,0.426
dish_1566328894,236.650986,89,8.366,29.815001,9.968
dish_1567022147,34.920002,128,0.256,7.746,1.746
dish_1559841023,73.599998,46,4.6,1.38,6.44
dish_1565210073,364.416199,511,11.813126,49.916317,19.357193
dish_1562861125,190.807861,235,10.123939,3.194394,18.992727
dish_1564171970,498.821136,396,21.673965,33.298721,42.539974
dish_1567542914,513.996338,297,21.440739,49.357723,29.848644
dish_1566931674,990.989014,531,76.803001,23.140001,58.401997
dish_1560454513,54.444004,62,4.520726,3.293843,0.99549
dish_1560270630,120.560005,215,0.18,29.436001,1.646
dish_1558115601,85.470001,111,0.111,18.870001,2.22
dish_1562871448,295.850922,276,6.439623,48.992832,10.163342
dish_1558029923,279.550995,200,9.596,38.301998,10.452001
dish_1565898723,603.390259,588,12.773447,19.593021,98.138496
dish_1565194684,196.559998,378,0.756,2.646,37.799999
dish_1568401167,426.360016,228,20.976,20.976,36.936001
dish_1563813221,19.402905,38,0.486194,3.369661,1.272276
dish_1563309315,613.17688,462,19.933886,13.225592,91.96595
dish_1560443437,116.279999,204,0.612,28.559999,1.428
